Sr No,Product Name,,BoM,Material,Surface Finish,Surface Area(mm2),Thickness(mm),Unit Weight(kg),Total Weight(kg),UoM,Quantity
11,DR02-04-16-017_R3,CANISTER DIVISION PLATE BOTTOM,"DR02-04-16-000SA_R3] DRAWER FUNNEL, DR02-04-14-000SA_R1] DRAWER FUNNEL",1060 Alloy,STANDARD,1906.6,1,0,142.2,Unit,210
12,DR02-04-16-018_R3,HALF DIVISION,DR02-04-16-000SA_R3] DRAWER FUNNEL,1060 Alloy,STANDARD,23911.82,1,0.03,1.5,Unit,50
13,DR02-04-16-019_R3,CANISTER DIVISION PLATE-4,"DR02-04-16-000SA_R3] DRAWER FUNNEL, DR02-04-14-000SA_R1] DRAWER FUNNEL",1060 Alloy,STANDARD,8126.75,1,0.01,0.7,Unit,70
14,DR02-04-16-020_R3,CANISTER DIVISION PLATE-5,"DR02-04-16-000SA_R3] DRAWER FUNNEL, DR02-04-14-000SA_R1] DRAWER FUNNEL",1060 Alloy,STANDARD,7971.82,1,0.01,0.7,Unit,70
15,DR02-04-16-001_R5,LEFT SIDE FUNNEL COVER,DR02-04-16-000SA_R3] DRAWER FUNNEL,1060 Alloy,STANDARD,340667.47,1,0.45,22.5,Unit,50
16,DR02-04-16-004_R5,RIGHT SIDE FUNNEL COVER,DR02-04-16-000SA_R3] DRAWER FUNNEL,1060 Alloy,STANDARD,341513.16,1,0.45,22.5,Unit,50
17,DR02-04-14-001_R1,LEFT SIDE FUNNEL COVER,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,452111.12,1,0.6,12,Unit,20
18,DR02-04-14-004_R1,RIGHT SIDE FUNNEL COVER,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,452956.8,1,0.6,12,Unit,20
19,DR02-04-14-005_R1,FRONT COVER FUNNEL,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,32206.96,1,0.04,0.8,Unit,20
20,DR02-04-14-006_R1,FULL DIVISION,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,74424.5,1,0.1,6,Unit,60
21,DR02-04-14-009_R1,Rear Cover Funnel,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,31686.11,1,0.04,0.8,Unit,20
22,DR02-04-14-011_R1,HALF DIVISION,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,33287,1,0.04,0.8,Unit,20
23,DR02-04-14-018_R1,HALF DIVISION,DR02-04-14-000SA_R1] DRAWER FUNNEL,1060 Alloy,STANDARD,34685.23,1,0.05,1,Unit,20
24,MD01-02-06-001_R3,LEFT SIDE FUNNEL COVER,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,290733.23,1,0.39,3.9,Unit,10
25,MD01-02-06-002_R2,HALF DIVISION,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,17621.04,1,0.02,0.4,Unit,20
26,MD01-02-06-003_R2,Front/Rear Division-2,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,13495.11,1,0.02,0.4,Unit,20
27,MD01-02-06-004_R3,LEFT SIDE FUNNEL COVER,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,290733.23,1,0.39,3.9,Unit,10
28,MD01-02-06-005_R3,FRONT COVER FUNNEL,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,18094.15,1,0.02,0.2,Unit,10
29,MD01-02-06-006_R2,FULL DIVISION,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,37785.03,1,0.05,1.5,Unit,30
30,MD01-02-06-007_R2,CANISTER DIVISION PLATE,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,17634.96,1,0.02,0.6,Unit,30
31,MD01-02-06-008_R2,CANISTER DIVISION PLATE-2,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,26634.12,1,0.04,2.4,Unit,60
32,MD01-02-06-009_R2,REAR COVER FUNNEL,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,17942.86,1,0.02,0.2,Unit,10
33,MD01-02-06-011_R2,Front/Rear Division-2,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,13495.11,1,0.02,0.4,Unit,20
34,MD01-02-06-015_R2,CANISTER DIVISION PLATE BOTTOM,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,1664.3,1,0,0,Unit,30
35,MD01-02-06-016_R2,RIVET HIDING PART,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,3084.28,1,0,0,Unit,80
36,MD01-02-06-018_R2,STOPPER,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,1060 Alloy,STANDARD,2914.71,1,0,0,Unit,10
37,CS04-27-011SM,TOP LED AL FRAME,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,1060 Alloy,IVORY POWDER COAT,108748.01,1,0.14,0.56,Unit,4
38,CS04-27-012SM,SLIDING FLANGE,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,1060 Alloy,IVORY POWDER COAT,22405.04,1,0.03,0.24,Unit,8
39,,,,,,,,,,,
40,DD01-04-33-001,FUNNEL PLATE 1,DD01-04-33-000SA] FUNNEL ASSEM,1060 Alloy,TEFLON COATING,257067.11,1.5,0.51,2.04,Unit,4
41,DD01-04-33-002,FUNNEL PLATE 2,DD01-04-33-000SA] FUNNEL ASSEM,1060 Alloy,TEFLON COATING,260973.71,1.5,0.52,2.08,Unit,4
42,DD01-04-33-003,FUNNEL PLATE 3,DD01-04-33-000SA] FUNNEL ASSEM,1060 Alloy,TEFLON COATING,184903.07,1.5,0.37,4.44,Unit,12
43,DD01-04-33-005,FUNNEL MOUNTING PLATE  1,DD01-04-33-000SA] FUNNEL ASSEM,1060 Alloy,TEFLON COATING,352080.36,1.5,0.7,1.4,Unit,2
44,DD01-04-33-006,FUNNEL MOUNTING PLATE 2,DD01-04-33-000SA] FUNNEL ASSEM,1060 Alloy,TEFLON COATING,630558.01,1.5,1.26,2.52,Unit,2
45,DD01-03-32-006,DRAWER SUPPORTNG PLATE 4,DD01-04-32-000SA] FRAME STRUCTURE TOP,1060 Alloy,STANDARD,48284.64,1.5,0.09,0.36,Unit,4
46,DD01-04-16-006,VISION SYSTEM TOP COVER,DD01-04-16-000SA] VISION SYSTEM,1060 Alloy,BLACK TEFLON COATING,305434.93,1.5,0.61,2.44,Unit,4
47,DD01-04-68-017_R1,CONTROLLER SUPPORT PLATE,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,1060 Alloy,STANDARD,23839.11,1.5,0.04,0.08,Unit,2
48,SC09-03-54-025_R2,SENSOR COVER FRONT,SC09-03-54-000SA_R6] DOSECAR JUNTION BOX,1060 Alloy,BLACK POWDER COAT,5856.92,1.5,0.01,0.2,Unit,20
49,SC09-03-55-001_R5,DOSECAR MAIN FRAME MOONS MOTOR,SC09-03-55-000SA_R6] DOSECAR MAIN FRAME,1060 Alloy,BLACK POWDER COAT,200676.58,1.5,0.38,7.6,Unit,20
50,SC09-03-55-010_R4,BRIDGE FLANGE 1,SC09-03-55-000SA_R6] DOSECAR MAIN FRAME,1060 Alloy,BLACK POWDER COAT,44482.96,1.5,0.09,3.6,Unit,40
51,SC09-03-60-003_R1,WHEEL COVER,SC09-03-60-000SA_R6] DoseCar,1060 Alloy,BLACK POWDER COAT,22520.95,1.5,0.04,1.6,Unit,40
52,SC09-03-60-006_R1,SENSOR COVER REAR,SC09-03-60-000SA_R6] DoseCar,1060 Alloy,BLACK POWDER COAT,11704,1.5,0.02,0.4,Unit,20
53,CS04-11-002SM,DRAWER BOTTOM COVER,CS04-11-000SA] CSR V4 SMALL DRAWER,1060 Alloy,Standard,487823.8,1.5,0.98,47.04,Unit,48
54,CS04-11-004SM,DRAWER BOTT. ATTACHMENT,CS04-11-000SA] CSR V4 SMALL DRAWER,1060 Alloy,Standard,32883.67,1.5,0.06,2.88,Unit,48
55,SR05-04-24-009_R2,SIDE GUIDE,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,1060 Alloy,BLUE POWDER COAT,47718.99,1.5,0.09,0.36,Unit,4
56,SR05-04-32-009,SIDE GAURD RH,SR05-06-32-000SA] BELT CONVEYOR (RIGHT),1060 Alloy,BLACK ANODIZED,78593.95,1.5,0.16,0.32,Unit,2
57,SR05-04-32-010,SIDE GAURD LH,SR05-06-32-000SA] BELT CONVEYOR (RIGHT),1060 Alloy,BLACK ANODIZED,78593.94,1.5,0.16,0.32,Unit,2
58,SR05-04-32-016,PACK STOPPER,SR05-06-32-000SA] BELT CONVEYOR (RIGHT),1060 Alloy,BLACK ANODIZED,47486.26,1.5,0.09,0.18,Unit,2
59,,,,,,,,,,,
60,DD01-03-65-012,PCB & SMPS MTG PLATE,DD01-03-65-000SA_R3] ROBOT TOP LED,1060 Alloy,STANDARD,64647.11,2,0.17,0.34,Unit,2
61,ST04-00-01-005_R1,EM LOCK CLAMP MTG MEMBER,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,23028.21,2,0.06,1.2,Unit,20
62,ST04-00-01-006,HORIZONTAL STRENGTH MEMBER-3,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,23633.57,2,0.06,1.2,Unit,20
63,ST04-00-01-013,VRTICAL SUPPORT-1,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,60525.2,2,0.16,3.2,Unit,20
64,ST04-00-01-014_R1,HORIZONTAL STRENGTH MEMBER-1,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,34808.46,2,0.09,5.4,Unit,60
65,ST04-00-01-019,VERICAL SUPPORT-2,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,58786.02,2,0.15,3,Unit,20
66,ST04-00-01-026,HORIZONTAL STRENGTH MEMBER-2,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,26355.14,2,0.07,2.1,Unit,30
67,ST04-00-01-031_R1,PCB & QR CODE SCANNER MTG PART- 1,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,151814.96,2,0.4,4,Unit,10
68,ST04-00-01-033,PCB & QR SPLIT JOIN-1,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,55139.95,2,0.14,1.4,Unit,10
69,ST04-00-01-034,PCB & QR SPLIT JOIN-2,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,55387.95,2,0.14,2.8,Unit,20
70,ST04-00-01-035_R1,PCB & QR CODE SCANNER MTG PART-2,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,149943.65,2,0.4,4,Unit,10
71,ST04-00-01-039,PCB & QR SPLIT JOIN-3,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,54767.95,2,0.14,1.4,Unit,10
72,ST04-00-01-028,VERICAL SUPPORT-3,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,58786.02,2,0.15,3,Unit,20
73,ST04-00-01-020_R1,VERTICAL SUPPORT-4,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,ANODISED,60971.61,2,0.16,3.2,Unit,20
74,ST04-00-01-042_R2,PCB MTG PART-3,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,149943.65,2,0.4,4,Unit,10
75,ST04-00-01-037_R2,PCB MTG PART-4,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,1060 Alloy,BLACK POWDER COATING,149869.19,2,0.39,3.9,Unit,10
76,ST04-00-00-001,AC PLUG MTG CLAMP,ST04-00-00-000MA_R1] FACILITY PSR MIN ASSEMBLY,1060 Alloy,BLACK POWDER COATING,36871.49,2,0.1,1,Unit,10
77,ST04-00-00-006,SMPS MTG PLATE,ST04-00-00-000MA_R1] FACILITY PSR MIN ASSEMBLY,1060 Alloy,ANODISED,39600.62,2,0.11,1.1,Unit,10
78,ST04-00-00-017,BACKSIDE WIRE HIDE COVER-1,ST04-00-00-000MA_R1] FACILITY PSR MIN ASSEMBLY,1060 Alloy,BLACK POWDER COATING,37909.6,2,0.1,1,Unit,10
79,ST04-00-00-018,BACKSIDE WIRE HIDE COVER-2,ST04-00-00-000MA_R1] FACILITY PSR MIN ASSEMBLY,1060 Alloy,BLACK POWDER COATING,37909.6,2,0.1,1,Unit,10
80,ST03-07-01-010_R1,HORIZONTAL SUPPORT MEMBER,ST03-10-01-000SA] PSR STRUCTURE ASSEMBLY,1060 Alloy,BLACK POWDER COATING,29860.5,2,0.076,4.8,Unit,64
81,DD01-03-16-016_R2,PCB SUPPORT PLATE,DD01-04-16-000SA] VISION SYSTEM,1060 Alloy,STANDARD,30257.54,2,0.08,0.64,Unit,8
82,DD01-03-16-036_R1,CAMERA MTG SANDWICH BRACKET,DD01-04-16-000SA] VISION SYSTEM,1060 Alloy,STANDARD,2786.29,2,0.01,0.08,Unit,8
83,DD01-04-16-010,CAMERA HOLDER 2,DD01-04-16-000SA] VISION SYSTEM,1060 Alloy,STANDARD,11235.23,2,0.03,0.24,Unit,8
84,DD01-04-16-035,CAMERA MTG BRACKET,DD01-04-16-000SA] VISION SYSTEM,1060 Alloy,STANDARD,4714.71,2,0.01,0.08,Unit,8
85,DD01-04-62-003,SMPS SUPPORT PLATE,DD01-04-62-000SA_R2] PF TRAY PANEL BOX,1060 Alloy,STANDARD,45457.04,2,0.12,0.24,Unit,2
86,DD01-04-52-008,DIMMER MTG SERVICE PLATE,DD01-04-52-000SA_R1] BUCK BOOST JUNCTION BOX,1060 Alloy,STANDARD,68086.16,2,0.18,0.36,Unit,2
87,DD01-04-63-001_R1,TROLLEY CPU BOX,DD01-04-64-000SA] CPU,1060 Alloy,BLUE POWDER COATING,758770.18,2,1.96,3.92,Unit,2
88,DD01-04-63-009_R1,TROLLEY CPU BOX COVER,DD01-04-64-000SA] CPU,1060 Alloy,BLUE POWDER COATING,433785.16,2,1.11,2.22,Unit,2
89,DD01-04-68-012_R2,SMPS PLATE,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,1060 Alloy,STANDARD,59642.28,2,0.16,0.32,Unit,2
90,DD01-04-68-029,SMPS (RS-15) Plate,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,1060 Alloy,STANDARD,10288.52,2,0.03,0.06,Unit,2
91,SC09-03-52-016_R3,SENSOR MTG PLATE,"SC09-03-52-000SA_R6] PACK PLATE ASSEMBLY, SC09-03-52-000SA_R7] PACK PLATE ASSEMBLY",1060 Alloy,HARD ANODIZING,4033,2,0.01,0.4,Unit,40
92,SC09-03-52-018_R2,SENSOR MOUNTING PLATE,"SC09-03-52-000SA_R6] PACK PLATE ASSEMBLY, SC09-03-52-000SA_R7] PACK PLATE ASSEMBLY",1060 Alloy,HARD ANODIZING,4220.5,2,0.01,0.4,Unit,40
93,SR05-06-32-002,SENSOR MOUNTING BRACKET,SR05-06-32-000SA] BELT CONVEYOR (RIGHT),1060 Alloy,BLACK ANODIZED,6090.19,2,0.01,0.02,Unit,2
94,AV01-08-07-015,TOP COVER,AV01-08-07-000SA] CPU BOX,1060 Alloy,BLUE POWDER COAT,390675.31,2,1.04,2.08,Unit,2
95,,,,,,,,,,,
96,PR05-07-15-014_R1,PAPER GUIDE PATH,PR05-15-07-000SA] PAPER GUIDE ASSEMBLY 2,1060 Alloy,Black Anodized,39719.41,3,0.15,0.3,Unit,2
97,PR05-07-14-018_R1,PAPER PATH GUIDE,PR05-15-14-000SA] PAPER GUIDE ASSEMBLY 1,1060 Alloy,Black Anodized,45839.08,3,0.17,0.34,Unit,2
98,PR05-12-08-004,SMPS PLATE,"PR05-15-08-000SA] JUNCTION BOX, PR05-15-25-000SA] JUNCTION BOX",1060 Alloy,Standard,55720.92,3,0.21,0.84,Unit,4
99,PR05-12-08-005,SMPS PLATE-2,"PR05-15-08-000SA] JUNCTION BOX, PR05-15-25-000SA] JUNCTION BOX",1060 Alloy,Standard,34675.18,3,0.13,0.52,Unit,4
100,UL08-00-06-004,SMPS PLATE,"CL04-10-03-000SA] CL04-TOP JUNCTION BOX, UL08-07-06-000SA] UL JUNCTION BOX, HS06-04-11-000SA] HS JUNCTION BOX",1060 Alloy,Standard,86314.59,3,0.33,1.98,Unit,6
101,UL08-00-06-005,SMPS PLATE,"CL04-10-03-000SA] CL04-TOP JUNCTION BOX, PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX, UL08-07-06-000SA] UL JUNCTION BOX, HS06-04-11-000SA] HS JUNCTION BOX",1060 Alloy,Standard,51214.98,3,0.2,2,Unit,10
102,PS07-12-20-008,SMPS PLATE,PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX,1060 Alloy,STANDARD,27378.22,3,0.1,0.4,Unit,4
103,PS07-12-20-009,SMPS PLATE,PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX,1060 Alloy,STANDARD,79407.42,3,0.3,1.2,Unit,4
104,PS07-11-09-007,DRIVER PLATE,"PS07-28-09-000SA] MOTOR CONTROLLER BOX, HS06-04-26-000SA] MOTOR CONTROLLER BOX",1060 Alloy,STANDARD,18241.1,3,0.07,0.42,Unit,6
105,CS04-27-009SM,SMPS MTG. PLATE-2,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,1060 Alloy,Standard,156439.34,3,0.62,2.48,Unit,4
106,SR05-04-24-008,PACK PUSHER,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,1060 Alloy,STANDARD,9298.65,3,0.03,0.12,Unit,4
107,SR05-06-24-007,PACK PUSHER,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,1060 Alloy,STANDARD,14257.79,3,0.05,0.2,Unit,4
108,SR05-00-16-004,SMPS MTG PLATE - 1,SR05-04-20-000SA] ASRS JUNCTION BOX,1060 Alloy,STANDARD,94806.4,3,0.36,0.72,Unit,2
109,SR05-00-16-005_R2,SMPS MTG PLATE - 2,SR05-04-20-000SA] ASRS JUNCTION BOX,1060 Alloy,STANDARD,40169.47,3,0.15,0.3,Unit,2
110,CP03-10-03-003,SMPS - BASE PLATE,CP03-30-02-000SA] CP03-10 - JB,1060 Alloy,STANDARD,63670.67,3,0.25,1.5,Unit,6
111,AV01-00-06-003,SMPS PLATE,AV01-08-06-000SA_R1] JUNCTION BOX,1060 Alloy,Standard,46088.61,3,0.17,0.34,Unit,2
112,AV01-06-07-004,CONNECTOR PLATE,AV01-08-07-000SA] CPU BOX,1060 Alloy,BLUE POWDER COAT,19314.33,3,0.07,0.14,Unit,2
113,AV01-08-07-001,CPU BOX,AV01-08-07-000SA] CPU BOX,1060 Alloy,BLUE POWDER COAT,1124616.69,3,4.35,8.7,Unit,2
114,US04-21-10-011,DRIVER BASE PLATE,US04-25-10-000SA_R1] JB,1060 Alloy,STANDARD,26448.85,3,0.1,0.4,Unit,4
115,US04-21-10-036,SMPS BASE,US04-25-10-000SA_R1] JB,1060 Alloy,STANDARD,43532.23,3,0.16,0.64,Unit,4
116,US04-21-10-037,SMPS PLATE,US04-25-10-000SA_R1] JB,1060 Alloy,STANDARD,36415.85,3,0.14,0.56,Unit,4
117,MB04-01-12-007,SMPS BASE,MB04-07-15-000SA] SMPS CTD ASSEMBLY,1060 Alloy,Standard,63896.8,3,0.25,0.5,Unit,2
118,MB04-01-12-008,SMPS BASE,MB04-07-15-000SA] SMPS CTD ASSEMBLY,1060 Alloy,Standard,35737.75,3,0.14,0.28,Unit,2
119,DD01-03-73-001,BIG HOPPER W1,DD01-04-73-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,455458.71,3,1.81,3.62,Unit,2
120,SR05-04-24-001_R2,PACK RESTING PLATE,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,1060 Alloy,HARD ANODIZED,290248.26,3,1.12,4.48,Unit,4
121,SR05-04-33-009,PACK PUSHER PLATE,SR05-06-33-000SA] PUSHER - A (RIGHT),1060 Alloy,HARD ANODIZE,34262.79,3,0.12,0.24,Unit,2
122,SR05-04-31-013,PACK SLIDING PLATE - 1,SR05-06-31-000SA] ASRS STATION - 2 (LEFT),1060 Alloy,HARD ANODIZE,303965.31,3,1.21,2.42,Unit,2
123,DD01-03-73-002,BIG HOPPER W2,DD01-04-73-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,393426.06,3,1.54,6.16,Unit,4
124,DD01-03-73-006,BIG HOPPER W3,DD01-04-73-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,455456.7,3,1.81,3.62,Unit,2
125,DD01-03-17-002_R1,PARTITION WALL 1,DD01-04-17-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,235237.91,3,0.92,1.84,Unit,2
126,DD01-03-17-003_R1,PARTITION WALL 2,DD01-04-17-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,211843.45,3,0.83,1.66,Unit,2
127,DD01-03-17-004_R1,PILL SEPARATING PLATE 1,DD01-04-17-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,72064.59,3,0.28,0.56,Unit,2
128,DD01-03-17-005,PARTITION WALL 3,DD01-04-17-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,115372.65,3,0.45,0.9,Unit,2
129,DD01-03-17-006_R1,PILL SEPARATING PLATE 2,DD01-04-17-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,72022.16,3,0.28,0.56,Unit,2
130,DD01-03-17-007_R1,MAIN PILL SEPARATING PLATE,DD01-04-17-000SA] BIG HOPPER,1060 Alloy,BLACK TEFLON COATING,25137.73,3,0.09,0.18,Unit,2
131,SR05-00-03-009_R2,PACK RESTING PLATE RIB,SR05-06-24-000SA_R1] PUSHER ASSEMBLY,1060 Alloy,HARD ANODIZED,19175.28,3,0.06,0.48,Unit,8
132,SR05-00-13-008,PACK PUSHER PLATE - A,SR05-06-33-000SA] PUSHER - A (RIGHT),1060 Alloy,HARD ANODIZED,7448.35,3,0.03,0.12,Unit,4
133,SR05-00-11-014,PACK SLIDING PLATE - 2,SR05-06-31-000SA] ASRS STATION - 2 (LEFT),1060 Alloy,HARD ANODIZE,29358.78,3,0.11,0.22,Unit,2
134,,,,,,,,,,,
135,SR05-04-32-011,SPACER,SR05-06-32-000SA] BELT CONVEYOR (RIGHT),1060 Alloy,BLACK ANODIZED,1726.36,5,0.01,0.04,Unit,4
136,AV01-00-09-003,PCB MOUNTING,"AV01-00-09-000SA_R2] LED ASSEMBLY, AV01-00-09-000SA_R3] LED ASSEMBLY, AV01-00-09-000SA_R4] LED ASSEMBLY",1060 Alloy,Standard,1418.98,5,0.01,0.16,Unit,16
137,AV01-00-09-004,PCB SPACER,"AV01-00-09-000SA_R2] LED ASSEMBLY, AV01-00-09-000SA_R3] LED ASSEMBLY, AV01-00-09-000SA_R4] LED ASSEMBLY",1060 Alloy,Buffing,690.43,5,0.01,0.24,Unit,24
